Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:255): auid=1000 ses=1 subj=unconfined op=add_rule key=""passwd_changes"" list=4 res=1AUID=""alumno""",ALTO,"Se registra una modificación no autorizada (type=CONFIG_CHANGE) en los parámetros de configuración del sistema para el usuario 'alumno', lo cual podría indicar intentos de cambios maliciosos.",14.9,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:255): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=0 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Usuario 'alumno' con permiso root intentó comunicarse de forma no autorizada, lo cual es sospechoso y representa un riesgo elevado para la seguridad.",8.74,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:255): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,ALTO,"Logs indican un intento de escalada de privilegios usando la variable 'proctitle', potencialmente relacionado con el uso no autorizado del comando su.",7.54,phi3:mini
"type=SYSCALL msg=audit(1779746681.792:261): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Una solicitud de privilegios elevados se detectó utilizando sudo para un comando no necesario, lo que indica una posible actividad maliciosa como la escalada insegura a través del usuario root.",8.8,phi3:mini
"type=CWD msg=audit(1779746681.792:261): cwd=""/home/alumno""",INFO,"El sistema cambió el directorio de trabajo a un directorio del usuario, indicando movimiento por parte del mismo y tareas no maliciosas.",6.4,phi3:mini
"type=PATH msg=audit(1779746681.792:261): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",MEDIO,Ejecución de un comando como root sin indicar una tarea específica podría ser inusual y poten0rmente requiere análisis adicional.,7.37,phi3:mini
type=PROCTITLE msg=audit(1779746681.792:261): proctitle=7375646F00617564697463746C002D6C,INFORMACIÓN,"Se captura un cambio en el título de proceso, lo cual es común al iniciar o finalizar aplicaciones y podría indicar una actividad estándar sin riesgo asociado.",7.64,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:262): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario asignado alusivo a los permisos, que pertenece a la cuenta de 'alumno' y tiene el derecho para iniciar sesión como root, ha tenido un intento exitoso utilizando sudo en una operación no especificada (exit=5), lo cual sugiere maniobras inusuales o poten012. El nivel elevado de permisos asociados al usuario y el uso del comando 'sudo' aumenta la preocupación sobre las actividades sospechosas.",15.24,phi3:mini
"type=CWD msg=audit(1779746681.796:262): cwd=""/home/alumno""",BAJO,"El usuario alumno se está moviendo a un directorio de su home dir, comportamiento normal sin riesgo evidente.",6.09,phi3:mini
"type=PATH msg=audit(1779746681.796:262): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Acceso fallido a /etc/passwd como root sugiere intento de obtener credenciales, un riesgo grave.",6.42,phi3:mini
