Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:255): auid=1000 key=""passwd_changes""",ALTO,"Modificación de archivos del sistema relacionados con cambios en la contraseña, lo que indica una posible intención maliciosa para alterar las credenciales.",6.9,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:255): syscall=44 success=yes exit=1084 auid=1000 uid=0 gid=0 euid=0 comm=""auditctl"" exe=""/usr/sbin/auditctl"" key=(null)",INFO,"Se registra una operación de sistema bien conocida por auditd, 'auditctl', sin indicaciones adicionales que sugieran actividad maliciosa.",6.81,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:255):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.792:261): syscall=257 success=yes exit=3 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"Auditoría de syscall para sudo que indica un intento exitoso, pero con auid=1000 y euid=0. La presencia del comando 'sudo' en el registro por sí sola no es sospechosa; sin embargo, la combinación de usuario actual (euid) siendo 0 mientras se ejecuta sudo sugiere que el administrador root estaba intentando realizar una operación con privilegios elevados como si fuera un proceso normal.",12.6,phi3:mini
type=CWD msg=audit(1779746681.792:261):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.792:261): name=""/etc/passwd""",ALTO,Cuenta de acceso directa a un archivo clave como /etc/passwd es una práctica insegura y sugiere intento de explotar vulnerabilidades.,7.08,phi3:mini
type=PROCTITLE msg=audit(1779746681.792:261):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:262): syscall=257 success=yes exit=5 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"El proceso 'sudo' concretamente intentó modificar archivos de privilegios, como por ejemplo los cambiando en el directorio '/etc', lo cual es un comportamiento sospechoso y se debe investigar.",7.98,phi3:mini
type=CWD msg=audit(1779746681.796:262):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.796:262): name=""/etc/passwd""",INFO,"Acceso previo al directorio /etc, usual y no representa un riesgo.",5.13,phi3:mini
type=PROCTITLE msg=audit(1779746681.796:262):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:263): syscall=257 success=yes exit=5 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",MEDIO,"El uso del comando 'sudo' por parte de un usuario no root (u=1000 euid=0) para acceder a archivos, puede indicar una actividad inusual que requiere evaluación.",8.38,phi3:mini
type=CWD msg=audit(1779746681.796:263):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.796:263): name=""/etc/passwd""",INFO,"La lectura de un archivo del sistema, como el /etc/passwd para obtener información sobre los usuarios disponibles es una operación normal y no presenta riesgos asociados.",7.08,phi3:mini
type=PROCTITLE msg=audit(1779746681.796:263):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:265): syscall=257 success=yes exit=7 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"Comportamiento inusual de un usuario que ejecuta 'sudo' para realizar cambios en archivos del sistema como /etc, indicativo potencial de acceso no autorizado.",7.3,phi3:mini
type=CWD msg=audit(1779746681.800:265):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.800:265): name=""/etc/passwd""",INFO,"Lectura regular del archivo /etc/passwd por el comando cat, no hay riesgos evidentes.",5.67,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:265):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:268): syscall=257 success=yes exit=6 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"Intento fallido de escalada de privilegios utilizando sudo para modificar archivos relacionados con contraseñas, sugestión de comportamiento sospechoso que podría indicar un intento malicioso.",7.84,phi3:mini
type=CWD msg=audit(1779746681.800:268):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.800:268): name=""/etc/passwd""",INFO,"Carga regular del archivo de usuarios, sin indicios de actividad sospechosa.",5.45,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:268):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:270): syscall=257 success=yes exit=8 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"El usuario utilizó sudo para acceder al sistema con privilegios elevados, pero experimentó errores (exit=8), lo que puede implicar problemas de permisos o incorrecto uso.",7.44,phi3:mini
type=CWD msg=audit(1779746681.800:270):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.800:270): name=""/etc/passwd""",INFO,Lectura de un archivo estándar del sistema operativo ejecutando tareas de rutina sin impacto de seguridad.,6.14,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:270):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:271): syscall=257 success=yes exit=13 auid=1000 uid=1000 gid=0 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,Intento fallido de ejecución con sudo para acceder a archivos sensibles sugiere intento no autorizado o error en la configuración.,6.57,phi3:mini
type=CWD msg=audit(1779746681.800:271):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.800:271): name=""/etc/passwd""",ALTO,"Intento fallido de lectura del archivo passthought (name) por falta de permisos, puede indicar actividad sospechosa como intento de robo de credenciales.",7.45,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:271):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:273): syscall=257 success=yes exit=13 auid=1000 uid=1000 gid=0 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"Intento fallido de ejecución con sudo para acceder a los archivos de pasword, indicando una posible violación intencional de políticas que impiden el uso incorrecto del comando.",7.32,phi3:mini
type=CWD msg=audit(1779746681.800:273):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.800:273): name=""/etc/passwd""",INFO,"Usuario ejecutó una operación de lectura legítima del archivo /etc/passwd que contiene información sobre los usuarios en el sistema, sin impacto directo a la seguridad.",7.26,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:273):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
