Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 ses=1 subj=unconfined op=add_rule key=""shadow_access"" list=4 res=1AUID=""alumno""",ALTO,"Una auditoría revela una acción desconocida añadir reglas al archivo /etc/sudoers con permisos elevados, lo cual es sospechoso y potenzea un riesgo alto.",15.16,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:258): arch=c000003e syscall=44 success=yes exit=1080 a0=3 a1=7ffd37190a40 a2=438 a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Se observa un intento fallido de comunicación utilizando el comando sendto, posiblemente una trampa para capturar o enviar datos a través del sistema, en contrapartida al permiso elevado y la ejecución como root.",8.91,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:258): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },ALTO,"Entrada en el sistema de una dirección SOCKADDR sin contexto, posiblemente un intento de ataque DDoS o explotación.",6.75,phi3:mini
"type=CWD msg=audit(1779746663.172:258): cwd=""/home/alumno""",INFO,"El usuario alumno se movió dentro de su directorio personal, un comportamiento normal y no presenta riesgos inmediatos.",6.04,phi3:mini
"type=PATH msg=audit(1779746663.172:258): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,Se registra la navegación por un directorio estándar sin acceso privilegiado y no hay actividad de seguridad inusual.,6.53,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:258): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,ALTO,Acceso no autorizado y incorrecto al tráfico con intentos de escalada de privilegios evidente por el uso inadecuado del 'su' para cambiar usuarios.,7.42,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:266): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222c4 a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El proceso utilizó 'sudo' para ejecutar una operación de nivel administrativo y cambiar permisos en un archivo crítico sin justificación adecuada, lo cual puede sugerir acceso no autorizado.",8.72,phi3:mini
"type=CWD msg=audit(1779746681.800:266): cwd=""/home/alumno""",BAJO,El cambio de directorio al home del usuario no parece indicativo de un comportamiento inusual o malicioso.,5.97,phi3:mini
"type=PATH msg=audit(1779746681.800:266): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Acceso no autorizado a un archivo de privilegios elevados (/etc/shadow) con nombres claros en el UID y OGID, indicando potenz...",7.28,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:266): proctitle=7375646F00617564697463746C002D6C,INFO,La auditoría del título de proceso muestra un identificador personalizado que parece ser parte normal para el análisis en tiempo real o monitorización.,6.5,phi3:mini
"type=SYSCALL msg=audit(1779747406.360:303): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fbab0a582c4 a2=80000 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Un alumno con privilegios elevados intentó acceder a /dev/null, una operación no relacionada y poten0rmamente sospechosa para un usuario sin motivo claro.",8.47,phi3:mini
"type=CWD msg=audit(1779747406.360:303): cwd=""/home/alumno""",INFO,El usuario ha cambiado su directorio de trabajo a uno personal sin activar riesgos significativos.,5.53,phi3:mini
"type=PATH msg=audit(1779747406.360:303): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Modificación de archivos críticos con permisos insuficientes, indicativo de un intento malicioso o negligente por cambiar configuración del sistema que puede comprometer la seguridad.",7.75,phi3:mini
type=PROCTITLE msg=audit(1779747406.360:303): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,ALTO,"Auditoría revela que el proceso 'cat' intentó modificar el titulo del proceso con privilegios elevados, lo cual es inusual para un comando no-privilegiado y podría indicar intents de rootkits.",8.54,phi3:mini
"type=SYSCALL msg=audit(1779747421.900:318): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7ff6452c52c4 a2=80000 a3=0 items=1 ppid=640 pid=1281 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""cron"" exe=""/usr/sbin/cron"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Comprobado intento de apertura del archivo /etc/shadow con privilegios elevados, potencial acceso no autorizado.",7.77,phi3:mini
"type=CWD msg=audit(1779747421.900:318): cwd=""/var/spool/cron""",INFO,El cambio de directorio a /var/spool/cron es una operación común que indica la ejecución del cron y no representa un riesgo.,6.81,phi3:mini
"type=PATH msg=audit(1779747421.900:318): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Inspección de acceso al archivo /etc/shadow por parte del superusuario root, con permiso para lectura y escritura. Considerando el contenido crítico del mismo, un intento fallido podría implicar una intrusión premeditada o mal uso.",9.19,phi3:mini
type=PROCTITLE msg=audit(1779747421.900:318): proctitle=2F7573722F7362696E2F43524F4E002D66002D50,ALTO,"Log indicativo de una actividad sospechosa que podría significar un intento de ejecutar código con privilegios elevados, ya que el proctitle muestra información asociada al script 'Craft', pero la presencia del guión '-' sugiere manipulación o uso no autorizado.",9.55,phi3:mini
"type=SYSCALL msg=audit(1779747428.856:337): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f4d31f4b2c4 a2=80000 a3=0 items=1 ppid=952 pid=1284 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Intento fallido de ejecución con sudo por falta de permisos, sugiere un intento no autorizado y potenzale riesgo.",7.43,phi3:mini
"type=CWD msg=audit(1779747428.856:337): cwd=""/home/alumno""",INFO,El cambio de directorio al '/home/alumno' es un comportamiento normal del usuario y no representa riesgos inmediatos.,6.2,phi3:mini
