Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 key=""shadow_access""",ALTO,"Acceso no autorizado a archivo /etc/shadow, exit=-13 implica una intención potenzabil de robo de credenciales.",42.68,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:258): syscall=44 success=yes exit=1080 auid=1000 uid=0 gid=0 euid=0 comm=""auditctl"" exe=""/usr/sbin/auditctl"" key=(null)",INFO,Registro de entrada del sistema operativo auditctl para su ejecución normal sin signos de actividad sospechosa.,6.1,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:258):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779746663.172:258):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746663.172:258): name=""/etc/""",BAJO,"El log muestra una solicitud normal de acceso al directorio /etc, que no implica riesgos para la seguridad.",6.26,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:258):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:266): syscall=257 success=yes exit=7 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",ALTO,"Usuario root intento utilizar sudo para acceder a un archivo crítico sin autenticación, lo que representa una grave violación de seguridad.",6.78,phi3:mini
type=CWD msg=audit(1779746681.800:266):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779746681.800:266): name=""/etc/shadow""",ALTO,"Se detecta una falta de acceso al archivo /etc/shadow, un error crítico que podría indicar intentos maliciosos como la explotación del servicio SSH o problemas con el mantenimiento automático.",7.57,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:266):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
