Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 ses=1 subj=unconfined op=add_rule key=""shadow_access"" list=4 res=1AUID=""alumno""",INFO,"Registro del cambio de configuración por parte del alumno (Usuario con AUID=""alumno""), lo cual indica la adición a las reglas y puede ser una actividad autorizada en un entorno educativo para administrar el sistema.",14.14,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:258): arch=c000003e syscall=44 success=yes exit=1080 a0=3 a1=7ffd37190a40 a2=438 a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,"El alumno, con permisos de root (euid=0 suid=0), ejecutó auditctl; aunque esto es normal para configuraciones seguras y administración del sistema, requiere monitoreo para evitar uso indebido.",8.99,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:258): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,"Este registro representa una solicitud de conexión, lo cual es esperable y no indica ninguna actividad inusual.",5.99,phi3:mini
"type=CWD msg=audit(1779746663.172:258): cwd=""/home/alumno""",INFO,"Este log muestra que el sistema ha registrado una tarea normal de cambiar directorios (cwd), específicamente al /home, por parte del usuario 'alumno', lo cual no es motivo para alarmar.",7.4,phi3:mini
"type=PATH msg=audit(1779746663.172:258): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",MEDIO,"El usuario root tiene permiso para ver el directorio /etc/, lo que es esperado, pero la libertad extrema puede ser un indicativo de una configuración inadecuada o uso no adecuado.",7.75,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:258): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"Proctitle normal para un script, no indica actividad sospechosa.",5.16,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:266): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222c4 a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario con privilegios root (euid/suid) intentó ejecutar sudo que permite superpotencia, esto podría indicar un potencial peligro como una táctica de inicio de sesión.",8.51,phi3:mini
"type=CWD msg=audit(1779746681.800:266): cwd=""/home/alumno""",INFO,"La acción de cambiar directorio (type=CWD) por parte del usuario 'alumno' no presenta riesgos inmediatos, y se ajusta al comportamiento esperado en un entorno educativo.",7.22,phi3:mini
"type=PATH msg=audit(1779746681.800:266): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El registro muestra el intento normal del root de acceso al archivo /etc/shadow con los permisos apropiados, indicando actividad administrativa.",6.58,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:266): proctitle=7375646F00617564697463746C002D6C,INFO,"El registro muestra solo la información de título del proceso, que es común y no indica ningún comportamiento anómalo.",6.41,phi3:mini
"type=SYSCALL msg=audit(1779747406.360:303): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fbab0a582c4 a2=80000 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario con ID alumno intentó utilizar 'sudo' sin privilegios elevados, lo que sugiere una falta de autenticidad o autorización inadecuada.",7.79,phi3:mini
"type=CWD msg=audit(1779747406.360:303): cwd=""/home/alumno""",INFO,El log muestra una tarea de cambio de directorio que no presenta riesgos inmediatos.,5.14,phi3:mini
"type=PATH msg=audit(1779747406.360:303): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"La entrada representa un intento exitoso de root para acceder a /etc/shadow, que es normal y se espera en la ejecución del sistema.",6.43,phi3:mini
type=PROCTITLE msg=audit(1779747406.360:303): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,INFO,El log muestra una auditoría de proceso titular con la secuencia normal 'login' seguida por un identificador numérico único.,6.15,phi3:mini
