Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 ses=1 subj=unconfined op=add_rule key=""shadow_access"" list=4 res=1AUID=""alumno""",BAJO,"El usuario agregó un nuevo regla de seguridad (key=""shadow_access"") sin revisar su impacto o necesidad, lo cual puede generar un error en la configuración.",12.64,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:258): arch=c000003e syscall=44 success=yes exit=1080 a0=3 a1=7ffd37190a40 a2=438 a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El sistema ejecutó auditctl con permisos elevados, lo cual es normal en tareas administrativas de configuración de seguridad.",4.87,llama3.2:3b
type=SOCKADDR msg=audit(1779746663.172:258): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },BAJO,La dirección IP del remitente es fija y no indica un acceso hostil.,4.16,llama3.2:3b
"type=CWD msg=audit(1779746663.172:258): cwd=""/home/alumno""",INFO,"El usuario cambia el directorio de trabajo desde /home/alumno, lo cual es normal y no presenta riesgos en sí mismo.",4.64,llama3.2:3b
"type=PATH msg=audit(1779746663.172:258): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,Cambios en el directorio /etc/ con los permisos actuales,4.05,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:258): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El uso de un título de proceso no estático (proctitle=...) puede ser indicativo de cambios en la configuración del sistema o en el comportamiento del proceso, pero no presenta un riesgo significativo.",5.46,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.800:266): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222c4 a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El usuario realizó una llamada al sistema con permisos adecuados (sudo), lo cual es normal en tareas administrativas, y no presenta un riesgo significativo.",5.39,llama3.2:3b
"type=CWD msg=audit(1779746681.800:266): cwd=""/home/alumno""",INFO,"El usuario está en el directorio correcto, lo cual es normal en tareas de ejecución.",4.31,llama3.2:3b
"type=PATH msg=audit(1779746681.800:266): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El archivo /etc/shadow fue modificado, lo cual es común en tareas de administración, pero se debe monitorear para detectar cualquier cambio no autorizado.",5.15,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.800:266): proctitle=7375646F00617564697463746C002D6C,BAJO,"La utilización de un título de proceso no es típica y podría ser una característica de ejecutables específicos, pero en este caso no presenta una amenaza significativa.",5.12,llama3.2:3b
