Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"{""syscall"": ""59"", ""success"": ""yes"", ""exit"": ""0"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""apt-get"", ""exe"": ""/usr/bin/apt-get"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,"La ejecución de apt-get, un administrador de paquetes con privilegios root (uid=0), podría indicar intentos no autorizados o una falta adecuada de seguridad en la gestión del sistema.",7.59,phi3:mini
"{""syscall"": ""59"", ""success"": ""yes"", ""exit"": ""0"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemctl"", ""exe"": ""/usr/bin/systemctl"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",BAJO,"El comando systemctl es un utilitario estándar de Linux para gestionar el sistema y no representa riesgos por sí mismo, especialmente porque se ejecutó con los privilegios del usuario root.",6.9,phi3:mini
"{""syscall"": ""59"", ""success"": ""yes"", ""exit"": ""0"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemctl"", ""exe"": ""/usr/bin/systemctl"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,"El administrador root utiliza systemctl para iniciar o detener servicios, lo cual es apropiado pero puede ser una ruta de acceso que un atacante podría explotar.",6.35,phi3:mini
"{""syscall"": ""59"", ""success"": ""yes"", ""exit"": ""0"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""useradd"", ""exe"": ""/usr/sbin/useradd"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",INFO,"El comando useradd fue ejecutado por el usuario root, lo cual es esperable para tareas de administración y no indica un riesgo.",5.93,phi3:mini
"{""syscall"": ""59"", ""success"": ""no"", ""exit"": ""-2"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""useradd"", ""exe"": ""/usr/sbin/useradd"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,"El root ejecutó useradd, lo cual es una operación privilegiada y poten0rmente peligrosa que puede indicar intento de crear usuarios con permisos elevados o malas prácticas.",7.17,phi3:mini
"{""syscall"": ""59"", ""success"": ""no"", ""exit"": ""-2"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""useradd"", ""exe"": ""/usr/sbin/useradd"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,"El root ejecutó useradd, un comando poten0miento para crear usuarios, lo cual puede indicar una intención maliciosa como la creación de cuentas no autorizadas.",6.33,phi3:mini
"{""syscall"": ""59"", ""success"": ""no"", ""exit"": ""-2"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""useradd"", ""exe"": ""/usr/sbin/useradd"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,"El intento fallido de ejecución del comando useradd por un usuario con privilegios root (uid=0, euid=0) sugiere una intención maliciosa que podría ser un ataque hacia la seguridad del sistema.",7.19,phi3:mini
"{""syscall"": ""59"", ""success"": ""no"", ""exit"": ""-2"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""useradd"", ""exe"": ""/usr/sbin/useradd"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,"El intento fallido de ejecución del comando 'useradd' por el usuario root (uid=0) sugiere un posible ataque directo, especialmente con una salida exit=-2 indicando que falla en asignar permisos.",7.23,phi3:mini
"{""syscall"": ""59"", ""success"": ""no"", ""exit"": ""-2"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""useradd"", ""exe"": ""/usr/sbin/useradd"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,La ejecución fallida del comando useradd por parte de un usuario con privilegios elevados puede indicar una intentona peligrosa para la seguridad.,6.19,phi3:mini
"{""syscall"": ""59"", ""success"": ""no"", ""exit"": ""-2"", ""auid"": ""1000"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""useradd"", ""exe"": ""/usr/sbin/useradd"", ""key"": ""root_commands"", ""type"": ""SYSCALL""}",ALTO,"El usuario root intentó crear un nuevo sistema de archivos en una partición del sistema sin usar sudo, esto puede indicar mal uso y posibles vulnerabilidades.",6.05,phi3:mini
