Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=SYSCALL msg=audit(1779748078.328:497): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""apt-get"" exe=""/usr/bin/apt-get"" key=""root_commands""",MEDIO,"El comando apt-get es administrativo, aunque está bien ejecutado por el usuario root.",8.34,phi3:mini
"type=SYSCALL msg=audit(1779748078.392:504): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""systemctl"" exe=""/usr/bin/systemctl"" key=""root_commands""",INFO,"El sistema registró la ejecución normal del comando systemctl por el usuario root, que es una operación estándar para gestionar servicios en Linux.",5.83,phi3:mini
"type=SYSCALL msg=audit(1779748215.592:554): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""systemctl"" exe=""/usr/bin/systemctl"" key=""root_commands""",INFO,El sistema se inició normalmente sin mostrar ningún intento de activar o desactivar servicios con privilegios elevados.,5.79,phi3:mini
"type=SYSCALL msg=audit(1779748378.340:577): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""useradd"" exe=""/usr/sbin/useradd"" key=""root_commands""",INFO,"El comando useradd es ejecutado por root y está dentro del conjunto de comandos privilegiados, lo cual es adecuado para administradores de sistemas.",5.8,phi3:mini
"type=SYSCALL msg=audit(1779748378.392:588): syscall=59 success=no exit=-2 auid=1000 uid=0 gid=0 euid=0 comm=""useradd"" exe=""/usr/sbin/useradd"" key=""root_commands""",MEDIO,"El comando useradd se ejecutó con permisos de root, lo cual es normal para usuarios administrativos; sin embargo, el intento fallido (exit=-2) podría indicar un desastre inminente como una fuga intencional o automatizada.",7.99,phi3:mini
"type=SYSCALL msg=audit(1779748378.392:589): syscall=59 success=no exit=-2 auid=1000 uid=0 gid=0 euid=0 comm=""useradd"" exe=""/usr/sbin/useradd"" key=""root_commands""",MEDIO,"Se intentó ejecutar una operación administrativa que normalmente requeriría privilegios elevados, lo cual es inusual para un usuario sin privileges (uid=0) y podría sugerir mal uso o acceso no autorizado.",7.25,phi3:mini
"type=SYSCALL msg=audit(1779748378.392:590): syscall=59 success=no exit=-2 auid=1000 uid=0 gid=0 euid=0 comm=""useradd"" exe=""/usr/sbin/useradd"" key=""root_commands""",INFO,"La ejecución del comando useradd por un usuario no root es inusual y se debe esperar para la gestión de equipos, sin indicaciones de actividad maliciosa.",6.2,phi3:mini
"type=SYSCALL msg=audit(1779748378.396:592): syscall=59 success=no exit=-2 auid=1000 uid=0 gid=0 euid=0 comm=""useradd"" exe=""/usr/sbin/useradd"" key=""root_commands""",MEDIO,"La ejecución de useradd, un comando privilegiado para administradores, es normal pero requiere vigilancia por su poten0r alto riesgo si mal utilizado.",6.03,phi3:mini
"type=SYSCALL msg=audit(1779748378.396:593): syscall=59 success=no exit=-2 auid=1000 uid=0 gid=0 euid=0 comm=""useradd"" exe=""/usr/sbin/useradd"" key=""root_commands""",MEDIO,"La ejecución del comando useradd por el usuario root no está directamente peligrosa, pero puede significar la creación de nuevos usuarios con permisos elevados sin supervisión.",6.6,phi3:mini
"type=SYSCALL msg=audit(1779748378.400:594): syscall=59 success=no exit=-2 auid=1000 uid=0 gid=0 euid=0 comm=""useradd"" exe=""/usr/sbin/useradd"" key=""root_commands""",MEDIO,"El intento fallido de creación de un usuario podría indicar una táctica para obtener privilegios elevados como root, pero no confirma que el daño real haya ocurrido.",6.74,phi3:mini
