Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:255): auid=1000 ses=1 subj=unconfined op=add_rule key=""passwd_changes"" list=4 res=1AUID=""alumno""",INFO,Cambios de configuración del sistema sin impacto en la seguridad.,10.86,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:255): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=0 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El usuario 'alumno' ejecutó auditctl con permisos elevados, lo cual puede indicar una falta de control en el acceso a los sistemas de gestión de seguridad.",5.46,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:255): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,BAJO,"El proceso tiene un título de ejecución con caracteres especiales, lo cual no es inusual en procesos administrativos, pero requiere monitoreo para detectar posibles intentos de malware.",5.32,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.792:261): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario 'alumno' intentó ejecutar el comando 'sudo', lo cual es inusual en un sistema de seguridad, y requiere una revisión inmediata.",5.44,llama3.2:3b
"type=CWD msg=audit(1779746681.792:261): cwd=""/home/alumno""",INFO,El cambio de directorio es un evento normal en el uso de un sistema Linux,4.16,llama3.2:3b
"type=PATH msg=audit(1779746681.792:261): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El archivo /etc/passwd ha sido accesible, pero no hay indicios de uso ilegal o malicioso.",4.59,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.792:261): proctitle=7375646F00617564697463746C002D6C,INFO,"El log muestra un cambio en el título del proceso, lo cual es normal y no indica un riesgo específico.",4.41,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:262): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Intento de cambio de contraseña con un usuario no administrativo (AUID='alumno') y con permisos elevados (EUID='root'), requiere inmediato revisión y monitoreo.",5.76,llama3.2:3b
"type=CWD msg=audit(1779746681.796:262): cwd=""/home/alumno""",BAJO,"El usuario está accediendo a su directorio de trabajo (/home/alumno), lo cual es normal en tareas administrativas y de usuarios normales.",4.92,llama3.2:3b
"type=PATH msg=audit(1779746681.796:262): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El archivo /etc/passwd se modificó, lo cual es normal en tareas de mantenimiento y administración.",4.54,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.796:262): proctitle=7375646F00617564697463746C002D6C,BAJO,"El uso de un título de proceso no está asociado con una actividad sospechosa, pero requiere monitoreo para asegurarse que se mantenga coherente.",5.08,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:263): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El usuario ejecutó sudo para realizar una acción administrativa, lo cual es normal en tareas de mantenimiento y no indica un intento de seguridad comprometida.",5.33,llama3.2:3b
"type=CWD msg=audit(1779746681.796:263): cwd=""/home/alumno""",BAJO,"El usuario cambió la dirección del trabajo, lo cual es normal en operaciones de usuario.",4.3,llama3.2:3b
"type=PATH msg=audit(1779746681.796:263): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",BAJO,"El usuario accedió al archivo /etc/passwd como root, lo cual es esperado en un sistema de administración.",4.68,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.796:263): proctitle=7375646F00617564697463746C002D6C,BAJO,"La modificación del título de proceso no es una actividad sospechosa, ya que se puede utilizar para identificar procesos específicos y es común en tareas administrativas.",5.12,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.800:265): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El comando 'sudo' fue utilizado correctamente con permisos adecuados, lo cual es normal en tareas administrativas.",4.82,llama3.2:3b
"type=CWD msg=audit(1779746681.800:265): cwd=""/home/alumno""",INFO,Cambio de directorio es un evento común y normal en la ejecución de aplicaciones,4.3,llama3.2:3b
"type=PATH msg=audit(1779746681.800:265): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El archivo /etc/passwd fue modificado, lo cual es normal en entornos de sistema y no requiere monitoreo inmediato.",4.88,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.800:265): proctitle=7375646F00617564697463746C002D6C,BAJO,"El log muestra un cambio en el título del proceso, lo cual puede ser una indicación de actividad sospechosa, pero es común en tareas de administración y no requiere acción inmediata.",5.42,llama3.2:3b
