Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",INFO,"Se ha modificado el archivo sudoers, lo cual es normal en tareas de configuración.",4.41,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El auditorio intentó enviar un mensaje de sistema (sendto) con permisos administrativos, lo cual es normal en tareas de configuración.",5.09,llama3.2:3b
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },BAJO,"La dirección IP de la solicitud no es relevante para el riesgo en este contexto, ya que se trata solo de una dirección IP.",4.66,llama3.2:3b
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",BAJO,"La acción de cambiar directorio es común en tareas administrativas, pero requiere monitoreo para detectar posibles intentos de elevación de permisos.",5.09,llama3.2:3b
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,El cambio de permisos en /etc/ es normal y se debe a cambios de configuración del sistema.,4.42,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El log muestra un cambio en el título del proceso, lo cual es una actividad normal y usual en sistemas Linux.",4.38,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El usuario 'alumno' intentó ejecutar el comando 'sudo' con privilegios de 'root', lo cual es inusual y podría indicar una situación de seguridad.",5.47,llama3.2:3b
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",INFO,"El usuario se ha movido a un directorio, lo cual es normal en una sesión de trabajo.",4.33,llama3.2:3b
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Cambios en el archivo /etc/sudoers, normal operación en un sistema Linux",4.24,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,INFO,"El log indica que el proceso ha cambiado su título, lo cual es común en Linux.",4.2,llama3.2:3b
