Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",MEDIO,"La acción de modificar las reglas sudo refleja un cambio en los permisos, esto podría ser para añadir una nueva entrada y no necesariamente maliciosa, pero siempre es crucial ver la intención detrás del cambio.",7.31,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"El usuario 'alumno' con UID 'root', ejecutando auditctl, es altamente sospechoso y representa un riesgo significativo de seguridad.",6.68,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,Se muestra una cadena de dirección SOCKADDR en el registro sin indicar ningún evento malicioso; simplemente es la representación estándar del destino o origen.,6.17,phi3:mini
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",INFO,El cambio de directorio al usuario 'alumno' es un comportamiento habitual y no representa ninguna amenaza directa.,5.12,phi3:mini
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",BAJO,"La lectura de /etc/ es un acceso permitido para el usuario root, que tiene la UID 'root', sin indicar actividad sospechosa.",5.99,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"Proctitle concreto que indica la ruta de un directorio, no representa riesgo por sí solo.",5.09,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"La ejecución del comando sudo por parte de un usuario no administrativo y root es sospechosa, especialmente si este no está relacionado con el objetivo (alumno) o tiene acceso al mismo; esto podría indicar una vulnerabilidad dentro del sistema como puede ser la falta adecuada de permisos.",9.01,phi3:mini
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",INFO,"Se cambió el directorio de trabajo al usuario 'alumno', lo cual es una acción normal y no representa un riesgo.",5.21,phi3:mini
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",BAJO,La ejecución del archivo /etc/sudoers por el usuario root es una operación administrativa habitual y no representa un riesgo significativo.,5.83,phi3:mini
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,INFO,"El cambio en el 'proctitle' se limita a caracteres alfanuméricos y minúsculas, que parecen ser parte de una secuencia normal o un cambio por error sin repercusiones.",6.42,phi3:mini
