Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",MEDIO,"Se ha agregado un nuevo usuario 'alumno' a los registros sudoers, lo cual puede indicar intentos de acceso seguro elevados y requiere una revisión para garantizar el control adecuado.",8.06,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Usuario root ejecutó auditctl, una herramienta de vigilancia que normalmente requiere privilegios elevados y podría ser utilizada para manipular o comprometer la seguridad del sistema.",8.47,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,"El registro muestra la conexión a red por un socket, lo cual es normal para las operaciones de comunicación y sin riesgos inmediatos.",6.38,phi3:mini
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",INFO,"El intento de cambiar el directorio no es crítico, normalmente para navegar dentro del sistema operativo o modificar archivos.",5.88,phi3:mini
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El sistema ha registrado la lectura de un archivo del directorio /etc/, que es típico para procesos administrativos, con permisos adecuados (040755) y pertenece al usuario root.",8.04,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,Se registró el título del proceso indicando una tarea de auditoría normal que puede ser parte del cumplimiento administrativo.,6.03,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",MEDIO,"El registro muestra el uso de sudo con diferentes UIDs, lo que podría indicar movimientos inusuales en permisos o intentos fallidos y exitosos pero no representan una amenaza directa.",8.5,phi3:mini
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",INFO,"El alumno está accediendo a su directorio de inicio sin indicación de actividad sospechosa, lo cual es típico para el usuario.",6.59,phi3:mini
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El usuario root realizó una operación de búsqueda normal con auditd, que no indica ningún comportamiento sospechoso.",6.64,phi3:mini
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,BAJO,"El mensaje se limita a un patrón de proctitle, no indica actividad inusual o maliciosa por sí sola.",6.25,phi3:mini
"type=SYSCALL msg=audit(1779747406.356:301): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fbab04c9f1e a2=0 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El alumno intentó ejecutar sudo con el comando daemon, lo cual es inusual y malo para la seguridad; suauid=daemon a pesar del exitoso acceso como root indica un riesgo.",8.75,phi3:mini
"type=CWD msg=audit(1779747406.356:301): cwd=""/home/alumno""",INFO,El cambio de directorio es un evento común y no indica ningún comportamiento sospechoso.,5.49,phi3:mini
"type=PATH msg=audit(1779747406.356:301): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,La acción registrada es la visualización de un archivo normal para el usuario 'root' y se acepta como esperado en un sistema seguro.,6.63,phi3:mini
type=PROCTITLE msg=audit(1779747406.356:301): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,INFO,"Se capturó un audit de proceso con el nombre común 'bash', sin indicar ninguna actividad sospechosa o maliciosa.",6.54,phi3:mini
"type=SYSCALL msg=audit(1779747428.852:335): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f4d319bcf1e a2=0 a3=0 items=1 ppid=952 pid=1284 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"Un alumno intentó ejecutar sudo como root, el que es un comportamiento inusual y poten0rmente riesgoso.",7.17,phi3:mini
"type=CWD msg=audit(1779747428.852:335): cwd=""/home/alumno""",INFO,El análisis del log indica que el usuario 'alumno' se movió al directorio '/home/alumno'. Este comportamiento es normal y no representa un riesgo para la seguridad.,7.39,phi3:mini
"type=PATH msg=audit(1779747428.852:335): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"La auditoría registró el acceso normal al archivo sudoers con root, para realizar cambios de privilegios.",6.03,phi3:mini
type=PROCTITLE msg=audit(1779747428.852:335): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D666F726D6174006A736F6E,INFO,No se detectaron actividades sospechosas. El proctitle muestra la ejecución de un script benigno (script-c895e13) dentro del contexto correcto.,7.43,phi3:mini
