Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 ses=1 subj=unconfined op=add_rule key=""shadow_access"" list=4 res=1AUID=""alumno""",INFO,"Se agregó una configuración de seguridad, pero no está relacionada con un cambio de configuración actual en ejecución.",10.48,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:258): arch=c000003e syscall=44 success=yes exit=1080 a0=3 a1=7ffd37190a40 a2=438 a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El sistema realizó una acción de control de audit, lo cual es normal y no representa un riesgo significativo.",4.6,llama3.2:3b
type=SOCKADDR msg=audit(1779746663.172:258): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,"La dirección IP del socket es una cadena hexadecimal sin contexto, lo cual no indica un riesgo específico.",4.25,llama3.2:3b
"type=CWD msg=audit(1779746663.172:258): cwd=""/home/alumno""",BAJO,"El usuario cambió el directorio de trabajo, lo cual es normal en tareas administrativas y puede indicar un cambio en la zona de seguridad del sistema.",4.86,llama3.2:3b
"type=PATH msg=audit(1779746663.172:258): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El cambio de permisos en /etc/ es posible, pero no presenta riesgo inmediato sin más contexto.",4.42,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:258): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El log muestra una actividad de proceso normal, ya que el título del proceso se ha modificado con un comando de redirección.",4.49,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.800:266): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222c4 a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,El uso de sudo para acceder a archivos críticos (como /etc/shadow) requiere monitoreo debido al cambio de UID y GID al ejecutar el comando.,5.4,llama3.2:3b
"type=CWD msg=audit(1779746681.800:266): cwd=""/home/alumno""",INFO,"El cambio de directorio es un evento normal en el uso del sistema, pero requiere monitoreo para detectar patrones inusuales.",4.64,llama3.2:3b
"type=PATH msg=audit(1779746681.800:266): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos (exit=-13), posible intento de robo de credenciales.",5.2,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.800:266): proctitle=7375646F00617564697463746C002D6C,INFO,"El log indica un cambio en el título del proceso, lo cual es normal y no indica un riesgo específico.",4.33,llama3.2:3b
