Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 ses=1 subj=unconfined op=add_rule key=""shadow_access"" list=4 res=1AUID=""alumno""",INFO,"Se registró una acción de configuración (add_rule) relacionada con el acceso al archivo /etc/shadow, por un usuario administrativo (uid=1000), que es esperado y seguro para la operación.",12.75,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:258): arch=c000003e syscall=44 success=yes exit=1080 a0=3 a1=7ffd37190a40 a2=438 a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"El alumno ejecutó auditctl con todos los permisos elevados (euid, suid), lo cual indica un riesgo alto ya que estos comandos son de nivel administrativo y no se esperaría para una persona sin privilegios.",7.3,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:258): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,"El registro muestra una solicitud de conexión TCP, no implica riesgos significativos ni violaciones.",4.83,phi3:mini
"type=CWD msg=audit(1779746663.172:258): cwd=""/home/alumno""",INFO,"El usuario alumno se movió dentro del directorio de home, actividades comunes para el acceso personal a archivos personales o universitarios.",5.2,phi3:mini
"type=PATH msg=audit(1779746663.172:258): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Actividades de auditoría normal para el usuario root, lo cual es esperado en un entorno seguro.",4.82,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:258): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,MEDIO,"Se ha registrado una audición de proctitle con un patrón que sugiere manipulación, lo cual puede indicar intentos de evasión o robo de credenciales sin embargo no confirma ninguna acción maliciosa directa.",6.91,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:266): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222c4 a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario alumno utilizó sudo sin argumentos, lo que podría indicar un comportamiento anormal como intento de ejecutar comandos con privilegios elevados.",6.38,phi3:mini
"type=CWD msg=audit(1779746681.800:266): cwd=""/home/alumno""",INFO,"El usuario alumno está accediendo a su directorio personal, un comportamiento normal y no representa riesgo para la seguridad.",5.04,phi3:mini
"type=PATH msg=audit(1779746681.800:266): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El auditd registra una consulta normal de acceso al archivo /etc/shadow por parte del usuario root, lo cual es esperado y no indica actividad sospechosa.",6.08,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:266): proctitle=7375646F00617564697463746C002D6C,INFO,"El log de audit revela el título del proceso con un símbolo '-' y números en hexadecimal, lo cual es una referencia típica a la dirección IP o puerto. No indica ninguna acción maliciosa directamente.",6.89,phi3:mini
