Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 ses=1 subj=unconfined op=add_rule key=""shadow_access"" list=4 res=1AUID=""alumno""",BAJO,"El usuario agregó un nuevo rule para la clave &quot;shadow_access&quot;, lo cual es común en tareas administrativas, pero requiere monitoreo para asegurarse de que no se utilice para fines maliciosos.",13.0,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:258): arch=c000003e syscall=44 success=yes exit=1080 a0=3 a1=7ffd37190a40 a2=438 a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El comando auditctl fue ejecutado con permisos de root, pero en un entorno desconfinido (unconfined), lo cual es inusual.",5.08,llama3.2:3b
type=SOCKADDR msg=audit(1779746663.172:258): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,"La dirección IP del remitente es una dirección de red de broadcast, lo cual no indica un intento específico de seguridad.",4.48,llama3.2:3b
"type=CWD msg=audit(1779746663.172:258): cwd=""/home/alumno""",BAJO,"El usuario cambió el directorio de trabajo a /home/alumno, lo cual es normal en tareas administrativas y de uso general.",4.66,llama3.2:3b
"type=PATH msg=audit(1779746663.172:258): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El archivo de configuración /etc/ es una estructura normal y común en un sistema Linux, sin indicaciones de actividad sospechosa.",4.74,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:258): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,BAJO,"El uso de un título de proceso específico no indica un comportamiento sospechoso, ya que es una característica común en tareas administrativas.",4.82,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.800:266): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222c4 a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El usuario ejecutó sudo, un comando común en tareas administrativas y de seguridad.",4.5,llama3.2:3b
"type=CWD msg=audit(1779746681.800:266): cwd=""/home/alumno""",INFO,"El usuario cambió el directorio de trabajo desde /home/alumno, lo cual es un evento común y normal en tareas de escritura.",4.87,llama3.2:3b
"type=PATH msg=audit(1779746681.800:266): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos (exit=-13), posible intento de robo de credenciales.",5.2,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.800:266): proctitle=7375646F00617564697463746C002D6C,BAJO,"El log muestra una modificación del título de proceso, lo cual es normal en sistemas Linux, pero requiere monitoreo para detectar posibles ataques de inyección de código.",5.09,llama3.2:3b
"type=SYSCALL msg=audit(1779747406.360:303): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fbab0a582c4 a2=80000 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El comando sudo indica un cambio de contexto de seguridad, pero en este caso la identidad del usuario es correcta y no hay indicaciones de intento de acceso no autorizado.",5.31,llama3.2:3b
"type=CWD msg=audit(1779747406.360:303): cwd=""/home/alumno""",BAJO,La configuración del sistema permite que el usuario ejecute acciones en la ruta de trabajo (/home/alumno) sin necesidad de supervisión adicional.,4.77,llama3.2:3b
"type=PATH msg=audit(1779747406.360:303): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El cambio de permisos del archivo /etc/shadow es un evento común en el sistema, ya que se encuentra fuera del alcance de la mayoría de los usuarios.",4.97,llama3.2:3b
type=PROCTITLE msg=audit(1779747406.360:303): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,INFO,"El título de proceso indica un comando ejecutado por el usuario, pero no muestra actividad sospechosa.",4.31,llama3.2:3b
"type=SYSCALL msg=audit(1779747421.900:318): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7ff6452c52c4 a2=80000 a3=0 items=1 ppid=640 pid=1281 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""cron"" exe=""/usr/sbin/cron"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El proceso crónico cron ejecutó la función openat con permisos root, lo cual es normal en tareas administrativas.",4.93,llama3.2:3b
"type=CWD msg=audit(1779747421.900:318): cwd=""/var/spool/cron""",INFO,"El usuario se encuentra en un directorio común y normal para tareas de mantenimiento, sin indicaciones de actividades sospechosas.",4.62,llama3.2:3b
"type=PATH msg=audit(1779747421.900:318): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"El usuario intentó leer el archivo /etc/shadow, lo cual es normal en tareas administrativas.",4.41,llama3.2:3b
type=PROCTITLE msg=audit(1779747421.900:318): proctitle=2F7573722F7362696E2F43524F4E002D66002D50,INFO,"Es un cambio de nombre del proceso, que es común y normal.",3.92,llama3.2:3b
"type=SYSCALL msg=audit(1779747428.856:337): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f4d31f4b2c4 a2=80000 a3=0 items=1 ppid=952 pid=1284 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,El usuario ,5.47,llama3.2:3b
"type=CWD msg=audit(1779747428.856:337): cwd=""/home/alumno""",BAJO,"El usuario cambió el directorio actual (/home/alumno) sin indicar el acceso público, lo cual es normal en entornos de trabajo personal.",4.82,llama3.2:3b
"type=PATH msg=audit(1779747428.856:337): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,El archivo /etc/shadow tiene un nombre común y no es indicativo de un riesgo específico.,4.41,llama3.2:3b
type=PROCTITLE msg=audit(1779747428.856:337): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D666F726D6174006A736F6E,BAJO,"El log indica un cambio en el título del proceso, pero no hay evidencia de actividad maliciosa o anormal.",4.51,llama3.2:3b
"type=SYSCALL msg=audit(1779747500.148:356): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f8331ba72c4 a2=80000 a3=0 items=1 ppid=952 pid=1287 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El uso de sudo con UID y GID invertidos (EUID/SUID/FSUID/EGID) por un usuario no autorizado es un indicio de intento de elevación de privilegios, lo que requiere inmediato atención.",6.11,llama3.2:3b
