Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:258): auid=1000 ses=1 subj=unconfined op=add_rule key=""shadow_access"" list=4 res=1AUID=""alumno""",ALTO,"Un usuario no autorizado 'alumno' ha intentado modificar reglas de seguridad para acceder a archivos protegidos, lo cual sugiere posibles actividades maliciosas.",11.8,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:258): arch=c000003e syscall=44 success=yes exit=1080 a0=3 a1=7ffd37190a40 a2=438 a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"El comando auditctl está siendo ejecutado con privilegios elevados (uid=0, gid=0), lo que sugiere posibles intentos de configuración maliciosa o supervisión inadecuada.",8.43,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:258): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },BAJO,"La captura del SOCKADDR no indica inherentemente un riesgo, ya que este tipo de datos son comúnmente utilizados en la creación y administración de conexiones de red.",7.16,phi3:mini
"type=CWD msg=audit(1779746663.172:258): cwd=""/home/alumno""",MEDIO,"El cambio de directorio hacia '/home/alumno' es una acción normal, pero sin contexto adicional no se puede evaluar completamente el riesgo.",6.28,phi3:mini
"type=PATH msg=audit(1779746663.172:258): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El root ha accedido correctamente a la carpeta raíz, esto es esperado y no representa un riesgo.",5.82,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:258): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El proctitle muestra una cadena que parece ser parte de la representación en base64 y se traduce a un nombre legible '/sessions/' con el patrón '/etc' al final, lo cual podría indicar un comando estándar dentro del sistema o procesos iniciados por root. No hay indicios directos de actividad maliciosa.",9.95,phi3:mini
"type=SYSCALL msg=audit(1779746681.800:266): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f30408222c4 a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",MEDIO,"Usuario 'alumno' ejecutó sudo, indicando una operación con privilegios elevados que es normal en tareas de administración. Sin embargo, la entrada sin mencionar un comando específico lleva a sospechas por si se ha usado para acceder incorrectamente a archivos privados.",10.62,phi3:mini
"type=CWD msg=audit(1779746681.800:266): cwd=""/home/alumno""",BAJO,"El intento de cambiar el directorio concurre normalmente en operaciones locales, no representa riesgos significativos.",5.84,phi3:mini
"type=PATH msg=audit(1779746681.800:266): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Esta registro indica que se accedió a un archivo normal con permisos de solo leer y no hay ninguna acción maliciosa inmediata observable.,6.77,phi3:mini
type=PROCTITLE msg=audit(1779746681.800:266): proctitle=7375646F00617564697463746C002D6C,BAJO,"La auditoría de títulos del proceso indica que un usuario intentó ejecutar una tarea con permisos elevados, lo cual podría ser normal en ciertas operaciones administrativas pero no es inusual y por tanto se considera bajo riesgo.",8.28,phi3:mini
"type=SYSCALL msg=audit(1779747406.360:303): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fbab0a582c4 a2=80000 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Una persona no perteneciente al grupo root, que tiene acceso a sudo con permisos completo de usuario y grupo (SUID), puede estar tratando de realizar operaciones dañinas sin ser detectada por auditd.",8.5,phi3:mini
"type=CWD msg=audit(1779747406.360:303): cwd=""/home/alumno""",INFO,La ejecución normal del comando cd por parte de un usuario en su directorio home es aceptable y no indica una actividad sospechosa.,6.09,phi3:mini
"type=PATH msg=audit(1779747406.360:303): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",MEDIO,"El log muestra que el usuario root accede al archivo /etc/shadow con permisos adecuados, lo cual es típico para procesos administrativos; sin embargo, este tipo de operaciones en un sistema bien protegido requieren una revisión adicional del contexto y antecedentes.",9.26,phi3:mini
type=PROCTITLE msg=audit(1779747406.360:303): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,MEDIO,"El registro muestra un intento de cambiar el título del proceso (proctitle) que puede indicar actividades no estándares, pero sin contexto adicional es difícil determinar si representa una amenaza significativa.",7.97,phi3:mini
"type=SYSCALL msg=audit(1779747421.900:318): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7ff6452c52c4 a2=80000 a3=0 items=1 ppid=640 pid=1281 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""cron"" exe=""/usr/sbin/cron"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,"El comando cron es legítimo y debería ejecutarse, pero el uso del subcomando 'unconfined' sin un contexto claro puede requerir una revisión adicional.",7.84,phi3:mini
"type=CWD msg=audit(1779747421.900:318): cwd=""/var/spool/cron""",INFO,"El log muestra el cambio de directorio a /var/spool/cron, lo cual es una operación normal y no presenta un riesgo elevado.",6.04,phi3:mini
"type=PATH msg=audit(1779747421.900:318): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"Una escritura normal por parte del usuario 'root' a '/etc/shadow', el cual solo puede hacerse como tal, indica un uso adecuado de privilegios.",6.84,phi3:mini
type=PROCTITLE msg=audit(1779747421.900:318): proctitle=2F7573722F7362696E2F43524F4E002D66002D50,INFO,"El log muestra el proctitle de un proceso, que es una cadena opcional en Linux para anotar la categoría del programa. No representa ningún riesgo por sí solo.",6.72,phi3:mini
"type=SYSCALL msg=audit(1779747428.856:337): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f4d31f4b2c4 a2=80000 a3=0 items=1 ppid=952 pid=1284 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El uso de sudo por parte del usuario alumno con privilegios elevados (euid=root, suid=root) sin especificar un comando es sospechoso y podría indicar una acción maliciosa como la toma de control o el acceso no autorizado.",9.67,phi3:mini
"type=CWD msg=audit(1779747428.856:337): cwd=""/home/alumno""",INFO,El uso de CWD es común para cambiar directorios y no representa un riesgo.,5.05,phi3:mini
"type=PATH msg=audit(1779747428.856:337): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"La auditoría del acceso al archivo /etc/shadow mostrando un permiso de modo rutinario (0100640) por parte del usuario root es esperado y seguro, pues este archivo contiene las contraseñas encriptadas.",8.62,phi3:mini
type=PROCTITLE msg=audit(1779747428.856:337): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D666F726D6174006A736F6E,ALTO,"Se observa una alteración anómala en el proctitle, lo que puede indicar la ejecución de un shell no autorizado o malicioso.",6.5,phi3:mini
"type=SYSCALL msg=audit(1779747500.148:356): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f8331ba72c4 a2=80000 a3=0 items=1 ppid=952 pid=1287 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario alumno tiene permisos de root para ejecutar comandos en sudo, lo cual es inusual y puede indicar una posible configuración incorrecta o falta de control adecuado.",8.13,phi3:mini
"type=CWD msg=audit(1779747500.148:356): cwd=""/home/alumno""",INFO,"Un alumno accede correctamente a su directorio personal, lo cual es esperado y no presenta riesgos.",5.42,phi3:mini
"type=PATH msg=audit(1779747500.148:356): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El registro indica un acceso exitoso por parte del usuario 'root' al archivo /etc/shadow con permisos estándar para el directorio, lo cual es una acción normal en Linux.",7.46,phi3:mini
