Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",MEDIO,"La regla de audit refleja un cambio en el archivo sudoers, añadiendo una nueva clave para 'AUID='alumno'', lo cual es inusual y podría indicar intento de manipulación del sistema por parte de la persona o proceso que hizo esta modificación.",15.12,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"El análisis del log indica que un usuario con privilegios de root intentó ejecutar auditctl, lo cual podría implicar una actividad maliciosa como pruebas automatizadas o infiltración.",8.65,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },MEDIO,"Se registró una conexión a red, posiblemente maliciosa o no intencionada; la falta de información adicional sobre el destino y los datos transferidos justifica un monitoreo.",7.22,phi3:mini
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",MEDIO,"La actividad no presenta un riesgo inmediato, pero el acceso a directorios concretos puede indicar curiosidad o intento de explotación futura.",6.52,phi3:mini
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Se registró el acceso al directorio /etc/ por parte del usuario root, lo cual es estándar para la operación de sistema y no indica ningún riesgo.",6.88,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El proctitle 'sandbox/audit.py-adminsandbox' sugiere que se está ejecutando en un entorno de sandbox, lo cual es una buena práctica para el desarrollo y pruebas.",7.82,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,La ejecución de sudo por parte del usuario con UID 'root' y los permisos elevados (SUID) en un comando no administrativo son sospechosas.,7.8,phi3:mini
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",INFO,"El usuario alumnoc ha cambiado de directorio, lo cual es una acción común y no representa un riesgo por sí mismo.",6.1,phi3:mini
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",BAJO,"El acceso regular al archivo sudoers por parte del usuario root es normal y esperado, no representa un riesgo significativo sin más contexto.",6.66,phi3:mini
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,INFO,El cambio en el proctitle parece estar relacionado con la asignación de un identificador único y no necesariamente indica ningún comportamiento sospechoso sin más contexto.,6.98,phi3:mini
