Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",MEDIO,"La adición de un nuevo usuario en sudoers (AUID=""alumno"") es una operación administrativa, pero debe ser revisada para asegurar que solo se permiten comandos confiables y necesarios.",8.07,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Usuario root ejecutó auditctl con permisos de usuario y grupo elevados, lo cual puede ser normal para tareas administrativas pero es riesgoso desde el punto de vista ciberseguridad.",8.45,phi3:mini
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFORMACIÓN,"El mensaje enumera solo el nombre del servicio (SADDR) sin indicar ninguna acción que pudo haber realizado, pareciendo ser parte de la salida estándar de las auditorías y no una actividad inusual.",8.35,phi3:mini
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",INFO,El cambio de directorio por parte del usuario almacenado en audit logs es una acción habitual y no representa un riesgo elevado.,6.15,phi3:mini
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Se observa una operación de PATH normal para el directorio raíz, con permisos adecuados solo para EUID y no contraviniendo ninguna regla segura.",6.98,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,Proctitle normal para el proceso inicio y no indica ninguna actividad sospechosa.,5.65,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El log muestra un intento de 'sudo' por parte del usuario alumno, sin embargo, el UID es incorrectamente configurado como root y todos los permisos asignados son para daemon (privilegios bajos), lo que indica una falta grave en la seguridad ya que esto puede permitir cambios no autorizados.",11.06,phi3:mini
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",INFO,"El usuario alumno movió su directorio home, un acceso regular a sus archivos personales que no indica ningún comportamiento malicioso.",6.43,phi3:mini
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",BAJO,"El archivo /etc/sudoers tiene permisos adecuados (mode=0100440) para que el usuario root pueda acceder y modificarlo si es necesario, lo cual indica seguridad en cuanto al control de privilegios.",8.93,phi3:mini
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,MEDIO,"La manipulación de 'proctitle' puede indicar un intento para ocultar la identidad del proceso, lo que podría ser una táctica utilizada por ciberamenos.",7.27,phi3:mini
"type=SYSCALL msg=audit(1779747406.356:301): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fbab04c9f1e a2=0 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"Una alumno, identificado por su UID '0', está utilizando sudo para ejecutar comandos con permisos de root. Esto es inusual y podría indicar un riesgo poten0rso.",8.57,phi3:mini
"type=CWD msg=audit(1779747406.356:301): cwd=""/home/alumno""",INFO,"El registro muestra al usuario 'alumno' moviéndose a su propia carpeta, lo cual es una acción de uso común y no plantea riesgos asociados.",7.14,phi3:mini
"type=PATH msg=audit(1779747406.356:301): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Log normal de auditd, muestra privilegios root para la ubicación adecuada del archivo /etc/sudoers.",6.18,phi3:mini
type=PROCTITLE msg=audit(1779747406.356:301): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,INFORMATIVO,"Proceso inusual 'cached_whoami' iniciado por el usuario, podría indicar que se está realizando la verificación de identidades o auditorías internas.",7.46,phi3:mini
"type=SYSCALL msg=audit(1779747428.852:335): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f4d319bcf1e a2=0 a3=0 items=1 ppid=952 pid=1284 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,Presencia de 'sudoers_changes' junto con el comando sudo ejecutado por root y un cambio en los privilegios SUID/FSUID indica una posible violación directa a las políticas de seguridad del sistema.,8.81,phi3:mini
"type=CWD msg=audit(1779747428.852:335): cwd=""/home/alumno""",INFO,"Este registro indica que la sesión del usuario 'alumno' se movió al directorio '/home/alumno', lo cual es un comportamiento esperado y no representa ningún riesgo para el sistema.",7.47,phi3:mini
"type=PATH msg=audit(1779747428.852:335): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",MEDIO,"Auditoría normal de una propiedad compartida por el usuario root, sin indicar un comportamiento sospechoso como acceso inapropiado o manipulación.",7.4,phi3:mini
type=PROCTITLE msg=audit(1779747428.852:335): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D666F726D6174006A736F6E,INFO,"La operación encontrada, que parece ser un intento de cambiar el título del proceso con la secuencia 'cat', es una práctica común para investigar y puede no representar ninguna actividad maliciosa.",8.02,phi3:mini
"type=SYSCALL msg=audit(1779747500.144:354): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f8331618f1e a2=0 a3=0 items=1 ppid=952 pid=1287 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El usuario alumno logra ejecutar sudo como root sin verificación de contraseña, indicando un riesgo elevado para la seguridad ya que esto puede permitir cambios no autorizados.",8.24,phi3:mini
"type=CWD msg=audit(1779747500.144:354): cwd=""/home/alumno""",INFO,"El usuario 'alumno' cambió de directorio, lo cual es una acción común y no representa riesgo por sí mismo.",6.09,phi3:mini
"type=PATH msg=audit(1779747500.144:354): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Uso normal de sudo por el superusuario (root) para acceder al archivo /etc/sudoers, es seguro y esperado.",6.58,phi3:mini
type=PROCTITLE msg=audit(1779747500.144:354): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D6A736F6E,BAJO,"La acción mostrada es la ejecución de un script con permisos adecuados, y no hay indicios de mal comportamiento.",6.29,phi3:mini
"type=SYSCALL msg=audit(1779748076.424:478): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f2d079d9f1e a2=0 a3=0 items=1 ppid=1371 pid=1381 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,El log muestra un intento exitoso de ejecución del sudo por parte de alguien no autorizado (UID=1000 pero SYSCALL=openat) que puede implicar manipulación maliciosa para obtener privilegios elevados.,9.23,phi3:mini
"type=CWD msg=audit(1779748076.424:478): cwd=""/home/alumno""",INFO,"La operación CWD es normal y sin riesgos, mostrando que el usuario accede a su directorio personal.",5.7,phi3:mini
"type=PATH msg=audit(1779748076.424:478): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",MEDIO,"Inclusión del archivo sudoers por parte de 'root' es normal, aunque se recomienda limitar las actualizaciones para minimizar el riesgo.",6.8,phi3:mini
type=PROCTITLE msg=audit(1779748076.424:478): proctitle=7375646F006170742D67657400757064617465,INFO,"La entrada con proctitle no indica ningún comportamiento malicioso, simplemente muestra el proceso titulado.",6.01,phi3:mini
"type=SYSCALL msg=audit(1779748215.584:541): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f0361658f1e a2=0 a3=0 items=1 ppid=1371 pid=1414 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El uso de sudo con los mismos UID y GID que el propio root (euid=daemon, egid=root) puede indicar la ejecución de comandos por parte del usuario 'alumno' como un administrador.",9.1,phi3:mini
"type=CWD msg=audit(1779748215.584:541): cwd=""/home/alumno""",INFO,El cambio de directorio al home del estudiante es una acción típica y no representa un riesgo para la seguridad.,5.89,phi3:mini
"type=PATH msg=audit(1779748215.584:541): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",MEDIO,"El registro muestra el acceso al archivo sudoers, que es normal para un usuario root y no representa necesariamente una amenaza.",6.58,phi3:mini
type=PROCTITLE msg=audit(1779748215.584:541): proctitle=7375646F0073797374656D63746C0073746174757300617564697464,INFORMADO,"El proctitle muestra el nombre del proceso como 'libc' en un archivo de configuración, lo cual es normal y no indica ningún comportamiento sospechoso.",7.26,phi3:mini
"type=SYSCALL msg=audit(1779748378.328:564): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fbfd6878f1e a2=0 a3=0 items=1 ppid=1371 pid=1419 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"Usuario alumno ejecutó sudo para cambiar permisos del sistema, alterando los privilegios de 'daemon' que es inusual y poteniciel intento no autorizado.",8.12,phi3:mini
"type=CWD msg=audit(1779748378.328:564): cwd=""/home/alumno""",BAJO,"El registro muestra que el alumno accedió a su directorio personal, lo cual es normal para un usuario individual y no representa riesgos significativos.",6.61,phi3:mini
"type=PATH msg=audit(1779748378.328:564): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El registro muestra que el superusuario root accedió al archivo /etc/sudoers, lo cual es normal y está dentro de las operaciones autorizadas del usuario root.",7.42,phi3:mini
type=PROCTITLE msg=audit(1779748378.328:564): proctitle=7375646F0075736572616464007573756172696F5F66616E7461736D61,INFO,"El registro indica la ejecución del comando 'ls' para un directorio, lo cual es estándar y no representa un riesgo elevado.",6.58,phi3:mini
"type=SYSCALL msg=audit(1779748594.352:600): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f89189a7f1e a2=0 a3=0 items=1 ppid=1371 pid=1432 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",MEDIO,"Usuario alumno utilizó sudo para comandos con privilegios elevados, lo cual es inusual y podría indicar una acción sospechosa o malintencionada.",8.33,phi3:mini
"type=CWD msg=audit(1779748594.352:600): cwd=""/home/alumno""",INFO,Usuario alumno accedió con éxito a su directorio home.,4.92,phi3:mini
"type=PATH msg=audit(1779748594.352:600): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El archivo /etc/sudoers, propiedad del usuario root y con los permisos adecuados para la escritura (o=0644), se revisó como parte de las operaciones normales dentro del sistema. No hay indicios de actividad maliciosa.",8.86,phi3:mini
type=PROCTITLE msg=audit(1779748594.352:600): proctitle=7375646F006175736561726368002D6B00726F6F745F636F6D6D616E6473002D2D726177,INFO,"Se registró la ejecución de un programa con nombres legibles por humanos, que podría ser cualquier comando normal o benigno.",6.16,phi3:mini
"type=SYSCALL msg=audit(1779748683.224:620): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fcbd2946f1e a2=0 a3=0 items=1 ppid=1371 pid=1444 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El alumno, con privilegios de root, intentó ejecutar sudo sin argumentos, lo cual es inusual y podría indicar un comportamiento sospechoso como una prueba fallida o mala práctica.",8.74,phi3:mini
"type=CWD msg=audit(1779748683.224:620): cwd=""/home/alumno""",INFO,El cambio de directorio al hogar del estudiante es una acción común y no representa un riesgo en la seguridad.,5.98,phi3:mini
"type=PATH msg=audit(1779748683.224:620): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Se registró un intento normal de acceso al archivo sudoers por el usuario root, que tiene permisos adecuados para esta acción.",6.72,phi3:mini
type=PROCTITLE msg=audit(1779748683.224:620): proctitle=7375646F0076697375646F,BAJO,El log refleja un cambio de tittle que no indica actividad maliciosa por sí sola.,5.61,phi3:mini
"type=SYSCALL msg=audit(1779748683.244:635): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=55e7e4f5f490 a2=42 a3=120 items=2 ppid=1445 pid=1446 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=4 comm=""visudo"" exe=""/usr/sbin/visudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"El log muestra el comando visudo siendo ejecutado por un usuario alumno con privilegios de root, lo cual es inusual y sugiere una manipulación en los archivos sudoers que podrían alterar la seguridad del sistema.",9.34,phi3:mini
"type=CWD msg=audit(1779748683.244:635): cwd=""/home/alumno""",MEDIO,"La entrada CWD indica que el usuario se movió dentro de un directorio específico, lo cual es normal para los fines del registro; sin embargo, si este comportamiento no coincide con las tareas esperadas y repite constantemente desde la misma ruta altamente privilegiada '/home/alumno' podría sugerir que el usuario está explotando un vulnerabilidad como una inyección de código o buscando información sensible.",11.92,phi3:mini
"type=PATH msg=audit(1779748683.244:635): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El audit mostró la ejecución normal por parte del usuario 'root' de un acceso al directorio '/etc/', lo cual es esperado en entornos administrativos y no indica ninguna actividad sospechosa.",8.04,phi3:mini
"type=PATH msg=audit(1779748683.244:635): item=1 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,La ejecución normal por el usuario root de la instrucción sudoers no presenta riesgos inmediatos y se espera que sea parte del mantenimiento rutinario.,6.8,phi3:mini
"type=PROCTITLE msg=audit(1779748683.244:635): proctitle=""visudo""",INFO,El uso de visudo es una práctica común para verificar permisos y roles al editar archivos.,5.74,phi3:mini
"type=SYSCALL msg=audit(1779748697.244:640): arch=c000003e syscall=82 success=yes exit=0 a0=55e7e4f6b170 a1=55e7e4f5f490 a2=0 a3=55e7e4f6dc60 items=5 ppid=1445 pid=1446 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=4 comm=""visudo"" exe=""/usr/sbin/visudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=rename AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,"Intenta modificar archivos del sudoers sin autorización, lo cual es inusual y podría indicar un intento de manipulación o ataque.",7.39,phi3:mini
"type=CWD msg=audit(1779748697.244:640): cwd=""/home/alumno""",INFO,"El registro muestra un cambio de directorio normal ('CWD') por parte del usuario alumno, lo que no indica riesgo.",6.0,phi3:mini
"type=PATH msg=audit(1779748697.244:640): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"La entrada del sistema de archivos para /etc/, que es un directorio crítico, muestra permisos estrictamente binarios y pertenece al superusuario 'root', lo cual indica una configura01_m57a6f2.dat 58b-adc-sma:9d34decf2dbcdbdac",10.81,phi3:mini
"type=PATH msg=audit(1779748697.244:640): item=1 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El registro muestra la accesión al directorio raíz ('/etc/') por el usuario root, lo cual es una acción estándar y no indica un riesgo.",7.12,phi3:mini
"type=PATH msg=audit(1779748697.244:640): item=2 name=""/etc/sudoers.tmp"" inode=1050110 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",MEDIO,"Se eliminó un archivo temporal con privilegios elevados (/etc/sudoers.tmp) sin supervisión, lo que podría indicar una gestión inadecuada de los permisos y requiere revisión.",7.82,phi3:mini
"type=PATH msg=audit(1779748697.244:640): item=3 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Audit log muestra intento fallido de eliminación del archivo sudoers por el UID 'root', lo que indica un riesgo elevado, ya que este es uno de los archivos más críticos y la acción directa implica privilegios root.",8.85,phi3:mini
