Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:255): auid=1000 ses=1 subj=unconfined op=add_rule key=""passwd_changes"" list=4 res=1AUID=""alumno""",MEDIO,"Un alumno añadió una regla relacionada con cambios de contraseña, lo cual podría indicar un intento no malicioso pero poten0rmente riesgoso de modificar políticas de seguridad sin el conocimiento adecuado.",13.34,phi3:mini
"type=SYSCALL msg=audit(1779746663.172:255): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=0 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,La ejecución del comando auditctl por un usuario con privilegios elevados (uid=0) sugiere una operación potencialmente riesgosa de configuración que requiere monitoreo para garantizar la seguridad.,8.97,phi3:mini
type=PROCTITLE msg=audit(1779746663.172:255): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"Se observó un acceso a la terminal /etc/systemd/user.service, sin embargo esto es una tarea normal para los usuarios con privilegios elevados y no indica ningún riesgo.",7.39,phi3:mini
"type=SYSCALL msg=audit(1779746681.792:261): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",MEDIO,"El usuario alumno asciende a privilegios de root para ejecutar sudo, lo cual es común pero puede ser sospechoso sin un contexto específico. No representa una amenaza directa en sí misma.",8.79,phi3:mini
"type=CWD msg=audit(1779746681.792:261): cwd=""/home/alumno""",INFO,"El análisis indica que el alumno está en su directorio personal, lo cual es un comportamiento esperado y no representa ningún riesgo significativo.",6.25,phi3:mini
"type=PATH msg=audit(1779746681.792:261): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Una acción normal por parte del usuario root, sin riesgos evidentes.",5.27,phi3:mini
type=PROCTITLE msg=audit(1779746681.792:261): proctitle=7375646F00617564697463746C002D6C,INFO,"No hay riesgos detectados en este registro, el proctitle indica que una aplicación está ejecutándose.",5.7,phi3:mini
"type=SYSCALL msg=audit(1779746681.796:262): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El alumno utilizó sudo sin entrar a confirmación, lo cual es inusual y podría indicar un intento de mal uso o una configuración incorrecta que permite la ejecución no verificada.",8.75,phi3:mini
"type=CWD msg=audit(1779746681.796:262): cwd=""/home/alumno""",BAJO,La acción de cambiar directorios es una operación normal y no presenta riesgos inmediatos.,5.53,phi3:mini
"type=PATH msg=audit(1779746681.796:262): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Se registró la lectura del archivo /etc/passwd por el usuario root, que es una operación de privilegios elevados y normal en Linux. No hay indicios sospechosos.",7.45,phi3:mini
