Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:255): auid=1000 ses=1 subj=unconfined op=add_rule key=""passwd_changes"" list=4 res=1AUID=""alumno""",INFO,"Se realizó un cambio de configuración de seguridad, pero es una acción normal en el proceso de configuración del sistema.",4.73,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:255): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=0 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,El proceso auditctl está funcionando correctamente y no presenta indicadores de vulnerabilidad.,4.42,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:255): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El log muestra un intento de uso de una función que no es crítica para la seguridad, puede ser un indicador de actividad normal en el sistema.",4.82,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.792:261): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El usuario alumno intentó realizar una acción con permisos root (sudo) y se logró, lo cual es un control de acceso normal en el sistema.",5.18,llama3.2:3b
"type=CWD msg=audit(1779746681.792:261): cwd=""/home/alumno""",BAJO,"El usuario cambió la ruta actual al directorio /home/alumno, lo cual es común en tareas de mantenimiento.",4.75,llama3.2:3b
"type=PATH msg=audit(1779746681.792:261): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Leer archivos de configuración críticos como /etc/passwd requiere precaución, ya que puede contener información sensible sobre usuarios y grupos.",4.93,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.792:261): proctitle=7375646F00617564697463746C002D6C,INFO,El cambio del título del proceso no es inusual y puede ser parte de una tarea legítima.,4.31,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:262): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario 'alumno' intentó realizar una acción de superusuario (sudo) con permisos inadecuados, lo que puede generar riesgos para la seguridad del sistema.",5.51,llama3.2:3b
"type=CWD msg=audit(1779746681.796:262): cwd=""/home/alumno""",BAJO,"El usuario cambia de directorio (/home/alumno), lo cual es una actividad normal y predecible.",4.47,llama3.2:3b
"type=PATH msg=audit(1779746681.796:262): item=0 name=""/etc/passwd"" inode=1049984 dev=08:02 mode=0100644 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,El archivo /etc/passwd es un archivo de configuracion común y transparente que no requiere monitoreo inmediato.,4.74,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.796:262): proctitle=7375646F00617564697463746C002D6C,BAJO,"El proceso tiene un título con información de identificación, lo cual es común en tareas administrativas.",4.34,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:263): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f30408222ac a2=80000 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""passwd_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El comando sudo intentó hacer cambios en el archivo passwd, lo cual es un acceso crítico al sistema y requiere monitoreo de los motivos detrás del comando y la justificación de su ejecución.",5.87,llama3.2:3b
