Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",INFO,"Se ha registrado una acción de configuración, sin indicio de actividad maliciosa, pero requiere monitoreo para asegurarse de que no se estén modificando configuraciones críticas.",11.05,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El usuario con el UID root intentó usar auditctl, pero el comando de auditar no requiere privilegios superiores.",4.78,llama3.2:3b
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,"El log indica que se ha detectado un cambio en la dirección IP del socket de red, lo cual es común y normal.",4.49,llama3.2:3b
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",BAJO,La ejecución del comando en el directorio especificado es normal y se debe esperar en una variedad de situaciones.,4.58,llama3.2:3b
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El cambio de permisos en /etc/ es una actividad normal y no indica un riesgo significativo, pero requiere monitoreo para detectar posibles cambios no autorizados.",5.11,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,BAJO,"El usuario cambió el título del proceso con una cadena no válida, lo cual puede indicar un error de configuración o una vulnerabilidad en la aplicación.",4.81,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El usuario 'alumno' intentó utilizar el comando 'sudo' para realizar acciones con privilegios de root, lo que puede indicar una manipulación no autorizada del sistema.",5.46,llama3.2:3b
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",BAJO,"La ejecución del comando desde un directorio personal (/home/alumno) no indica una amenaza alta, ya que el usuario es responsable de las acciones realizadas en su carpeta de trabajo.",5.22,llama3.2:3b
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El log muestra un cambio de permisos en el archivo /etc/sudoers, lo cual es normal en cambios de configuración del sistema",4.65,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,INFO,"El log muestra un cambio de título del proceso, lo cual es normal en el sistema, pero requiere monitoreo para asegurarse de que no se estén utilizando títulos maliciosos.",5.2,llama3.2:3b
"type=SYSCALL msg=audit(1779747406.356:301): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fbab04c9f1e a2=0 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El usuario 'alumno' intentó utilizar el comando sudo con permisos elevados, lo cual es inusual y requiere un escenario de seguridad específico.",5.24,llama3.2:3b
"type=CWD msg=audit(1779747406.356:301): cwd=""/home/alumno""",INFO,"El usuario se ubicó en un directorio específico, lo cual es normal y no indica una amenaza significativa.",4.46,llama3.2:3b
"type=PATH msg=audit(1779747406.356:301): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Acceso no autorizado a un archivo crítico de configuración (/etc/sudoers) con permisos restrictivos, posible intento de modificación de configuraciones de seguridad.",5.16,llama3.2:3b
type=PROCTITLE msg=audit(1779747406.356:301): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,INFO,"El log muestra un cambio en el título del proceso, lo cual es normal y no indica una actividad sospechosa.",4.42,llama3.2:3b
"type=SYSCALL msg=audit(1779747428.852:335): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f4d319bcf1e a2=0 a3=0 items=1 ppid=952 pid=1284 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",INFO,"El comando sudo fue utilizado por un proceso con permisos adecuados, lo cual es común en tareas administrativas.",4.8,llama3.2:3b
"type=CWD msg=audit(1779747428.852:335): cwd=""/home/alumno""",INFO,"El usuario se encuentra en una carpeta personal, lo cual es común y no indica un intento de malicia.",4.54,llama3.2:3b
"type=PATH msg=audit(1779747428.852:335): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El cambio de permisos en el archivo /etc/sudoers no parece ser un evento sospechoso, ya que se ha modificado un archivo de configuración común.",5.07,llama3.2:3b
