Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",INFO,"Se realizó una configuración de firewall sin intervención humana, lo cual es normal en tareas de mantenimiento.",12.01,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El sistema está ejecutando auditctl como usuario root, lo cual es normal en un contexto de administración.",4.65,llama3.2:3b
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },INFO,"El log indica la configuración de un address de red para el protocolo netlink, sin indicar acciones o intentos de acceso inapropiados.",4.89,llama3.2:3b
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",BAJO,"El usuario cambió al directorio de su trabajo, lo cual es normal y no indica un riesgo específico en este caso.",4.67,llama3.2:3b
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Cambios de directorio de configuración de Linux, posible monitoreo de intentos de acceso no autorizados.",4.5,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El cambio de título del proceso indica una actividad normal, pero requiere monitoreo para asegurar la integridad de los sistemas.",4.61,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",INFO,El sistema informático sigue las políticas de seguridad adecuadas al ejecutar el comando 'sudo' con los permisos adecuados.,5.02,llama3.2:3b
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",INFO,"El usuario está utilizando un directorio de trabajo personal, lo cual es normal en un entorno de desarrollo o administración local.",4.55,llama3.2:3b
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Cambio de permisos en un archivo crítico (/etc/sudoers) sin intervención humana, indicativo de configuración adecuada.",4.92,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,BAJO,"El uso de un título de proceso con caracteres no numéricos (proctitle=7375646F00617564697463746C002D6C) puede indicar una configuración personalizada, pero en sí mismo no es un riesgo significativo.",5.94,llama3.2:3b
"type=SYSCALL msg=audit(1779747406.356:301): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fbab04c9f1e a2=0 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",BAJO,"El comando sudo fue ejecutado por un proceso no confinado (SUBJ=unconfined), lo cual puede indicar una falta de control sobre los privilegios del sistema.",5.56,llama3.2:3b
"type=CWD msg=audit(1779747406.356:301): cwd=""/home/alumno""",BAJO,El cambio de directorio (/home/alumno) no indica un intento de elevación de permisos o acceso no autorizado.,4.72,llama3.2:3b
"type=PATH msg=audit(1779747406.356:301): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Acceso no autorizado al archivo de configuración de sudo, posible intento de modificación de la configuración del sistema.",4.69,llama3.2:3b
