Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CONFIG_CHANGE msg=audit(1779746663.172:256): auid=1000 ses=1 subj=unconfined op=add_rule key=""sudoers_changes"" list=4 res=1AUID=""alumno""",INFO,"Se modificó una regla de sudo, lo cual es normal en entornos de administración, pero requiere monitoreo para asegurarse de que las cambios sean legítimos.",5.46,llama3.2:3b
"type=SYSCALL msg=audit(1779746663.172:256): arch=c000003e syscall=44 success=yes exit=1084 a0=3 a1=7ffd37190a40 a2=43c a3=0 items=1 ppid=1225 pid=1239 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=1 comm=""auditctl"" exe=""/usr/sbin/auditctl"" subj=unconfined key=(null)ARCH=x86_64 SYSCALL=sendto AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El sistema está utilizando un comando de administración para configurar la auditoría, lo cual es una práctica común y segura.",4.82,llama3.2:3b
type=SOCKADDR msg=audit(1779746663.172:256): saddr=100000000000000000000000SADDR={ saddr_fam=netlink nlnk-fam=16 nlnk-pid=0 },BAJO,"El log muestra una dirección IP desconocida (100000000000000000000000) en el campo SADDR, lo cual es normal, ya que se refiere a la familia de protocolo de red (AF_INET o AF_INET6), y no indica un intento malicioso específico.",6.24,llama3.2:3b
"type=CWD msg=audit(1779746663.172:256): cwd=""/home/alumno""",BAJO,La acción del usuario en el directorio /home/alumno es normal y no indica un problema específico.,4.41,llama3.2:3b
"type=PATH msg=audit(1779746663.172:256): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"Cambio en el archivo /etc/ de modo de permisos, lo cual es normal",4.15,llama3.2:3b
type=PROCTITLE msg=audit(1779746663.172:256): proctitle=2F7362696E2F617564697463746C002D52002F6574632F61756469742F61756469742E72756C6573,INFO,"El log muestra un cambio en el título del proceso, lo cual es normal y se utiliza para identificar el comando ejecutado por el proceso.",4.63,llama3.2:3b
"type=SYSCALL msg=audit(1779746681.796:264): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f3040293f1e a2=0 a3=0 items=1 ppid=952 pid=1247 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El usuario 'alumno' intentó ejecutar el comando 'sudo' como 'root', lo cual es inusual y requiere monitoreo para determinar si se trata de un error o una falla de seguridad.",5.8,llama3.2:3b
"type=CWD msg=audit(1779746681.796:264): cwd=""/home/alumno""",INFO,"El usuario está utilizando un directorio personal, lo cual es normal en entornos de desarrollo.",4.22,llama3.2:3b
"type=PATH msg=audit(1779746681.796:264): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Acceso no autorizado al archivo de configuración de sudo, indicativo de posibles intentos de manipulación de la configuración del sistema.",5.31,llama3.2:3b
type=PROCTITLE msg=audit(1779746681.796:264): proctitle=7375646F00617564697463746C002D6C,BAJO,"El log muestra un cambio de título del proceso, lo cual es común en tareas administrativas y no indica una vulnerabilidad específica.",4.62,llama3.2:3b
"type=SYSCALL msg=audit(1779747406.356:301): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fbab04c9f1e a2=0 a3=0 items=1 ppid=952 pid=1276 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El uso de sudo con permisos elevados (EUID, SUID) es sospechoso y requiere monitoreo debido a la posibilidad de cambios no autorizados en los archivos de acceso.",5.63,llama3.2:3b
"type=CWD msg=audit(1779747406.356:301): cwd=""/home/alumno""",BAJO,"El cambio de directorio (CWD) no es inusual en sí mismo, pero requiere monitoreo para asegurarse de que se estén utilizando directorios seguros.",5.13,llama3.2:3b
"type=PATH msg=audit(1779747406.356:301): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Acceso al archivo de configuración de sudo ( /etc/sudoers ) sin restricciones, lo que podría permitir acciones de administración no autorizadas.",5.03,llama3.2:3b
type=PROCTITLE msg=audit(1779747406.356:301): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D726177,BAJO,El archivo de título del proceso es legítimo y no revela información sensible.,4.08,llama3.2:3b
"type=SYSCALL msg=audit(1779747428.852:335): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f4d319bcf1e a2=0 a3=0 items=1 ppid=952 pid=1284 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",INFO,"El comando sudo fue ejecutado, lo cual es común en tareas administrativas y requiere monitoreo para asegurarse de que se utilicen los permisos correctos.",5.48,llama3.2:3b
"type=CWD msg=audit(1779747428.852:335): cwd=""/home/alumno""",BAJO,"La ejecución del comando de cambio de directorio (CWD) en /home/alumno no indica una amenaza inmediata, ya que es un evento de configuración común.",5.17,llama3.2:3b
"type=PATH msg=audit(1779747428.852:335): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"Acceso no autorizado al archivo de configuración del sistema (/etc/sudoers) con permisos muy restrictivos, lo que puede indicar una posible violación de la seguridad.",5.2,llama3.2:3b
type=PROCTITLE msg=audit(1779747428.852:335): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D666F726D6174006A736F6E,INFO,"El log muestra un cambio en el título del proceso, lo cual es normal en sistemas basados en Linux.",4.33,llama3.2:3b
"type=SYSCALL msg=audit(1779747500.144:354): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f8331618f1e a2=0 a3=0 items=1 ppid=952 pid=1287 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=1 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",INFO,"El comando 'sudo' fue ejecutado por un usuario no administrativo (AUID='alumno') y un grupo administrativo (GID='alumno'), lo cual requiere monitoreo para asegurar que se cumplan las políticas de seguridad.",6.14,llama3.2:3b
"type=CWD msg=audit(1779747500.144:354): cwd=""/home/alumno""",BAJO,"El usuario cambiñ la ubicación de trabajo al directorio /home/alumno, lo cual es normal en entornos de desarrollo.",5.06,llama3.2:3b
"type=PATH msg=audit(1779747500.144:354): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,El cambio de permisos en /etc/sudoers es normal y requerido para la gestión de accesos superadministrativos.,4.64,llama3.2:3b
type=PROCTITLE msg=audit(1779747500.144:354): proctitle=7375646F006175736561726368002D6B007061737377645F6368616E676573002D2D6A736F6E,ALTO,El intento de modificar el título del proceso (proctitle) puede indicar un ataque de man-in-the-middle o un intento de ejecutar comandos maliciosos.,5.13,llama3.2:3b
"type=SYSCALL msg=audit(1779748076.424:478): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f2d079d9f1e a2=0 a3=0 items=1 ppid=1371 pid=1381 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",ALTO,"El comando sudo fue ejecutado por un usuario no administrativo, lo que puede indicar una violación de la política de seguridad del sistema.",5.08,llama3.2:3b
"type=CWD msg=audit(1779748076.424:478): cwd=""/home/alumno""",INFO,Cambio de directorio es un evento común y normal en el funcionamiento del sistema,4.11,llama3.2:3b
"type=PATH msg=audit(1779748076.424:478): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El archivo /etc/sudoers es un archivo de configuración de privilegios, su modificación es normal y requiere monitoreo.",4.83,llama3.2:3b
type=PROCTITLE msg=audit(1779748076.424:478): proctitle=7375646F006170742D67657400757064617465,BAJO,La salida del comando de título de proceso no proporciona información relevante para detectar actividades maliciosas.,4.3,llama3.2:3b
"type=SYSCALL msg=audit(1779748215.584:541): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f0361658f1e a2=0 a3=0 items=1 ppid=1371 pid=1414 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",BAJO,"El comando sudo fue ejecutado por un usuario no administrativo, lo cual requiere monitoreo y supervisión para asegurar que se cumplan las políticas de seguridad.",5.43,llama3.2:3b
"type=CWD msg=audit(1779748215.584:541): cwd=""/home/alumno""",BAJO,"El cambio del directorio es una acción común en tareas administrativas, pero requiere monitoreo para garantizar que no se estén utilizando directorios inadecuados.",5.18,llama3.2:3b
"type=PATH msg=audit(1779748215.584:541): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,"El archivo de configuración de sudo es accesible y modifiable por cualquier usuario, lo cual puede ser un vulnerabilidad en caso de una explotación de vulnerabilidades de sudo.",5.16,llama3.2:3b
type=PROCTITLE msg=audit(1779748215.584:541): proctitle=7375646F0073797374656D63746C0073746174757300617564697464,BAJO,"La modificación del título de proceso no es un comportamiento sospechoso en sí mismo, pero podría ser indicativo de una actividad maliciosa si se analiza el contenido de la cadena.",5.22,llama3.2:3b
"type=SYSCALL msg=audit(1779748378.328:564): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fbfd6878f1e a2=0 a3=0 items=1 ppid=1371 pid=1419 auid=1000 uid=0 gid=1000 euid=1 suid=0 fsuid=1 egid=0 sgid=1000 fsgid=0 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""sudoers_changes""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""alumno"" EUID=""daemon"" SUID=""root"" FSUID=""daemon"" EGID=""root"" SGID=""alumno"" FSGID=""root""",BAJO,"El usuario ejecutó sudo con permisos de root, lo cual es normal en tareas administrativas, pero requiere monitoreo.",5.01,llama3.2:3b
"type=CWD msg=audit(1779748378.328:564): cwd=""/home/alumno""",BAJO,"El usuario cambió el directorio de trabajo a /home/alumno, lo cual es una acción normal en un entorno de trabajo.",4.76,llama3.2:3b
"type=PATH msg=audit(1779748378.328:564): item=0 name=""/etc/sudoers"" inode=1049309 dev=08:02 mode=0100440 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,"El archivo /etc/sudoers es un archivo de configuración y no requiere monitoreo inmediato, ya que no indica un intento de actividad sospechosa.",5.14,llama3.2:3b
